Kun,Slot,Sana,Hafta kuni,Kategoriya,Mavzu,Daraja,Nega muhim,Ishonchli manba,E'lon vaqti,Muqova g'oyasi,CTA taklifi
219,1,7-Avgust,Juma,Tarjima Mashqi,1) Унинг ўғил телефон рақами ёдингдами? - Ҳа.  2) Улар ҳозир томни таъмирлашаяпти.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)",Shu gapni ovozli xabar qilib arabcha o'qib bering.
220,0,8-Avgust,Shanba,Kitaba Shabloni,Shart gaplarda yozma qolip (إذا... فإن...),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Bog'lovchi so'zlar to'plami,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Bugungi mavzuda mini-insho yozing va izohga tashlang.
220,1,8-Avgust,Shanba,Imtihon Strategiyasi,Yozma qismda qayta o'qish (proofreading) checklisti,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Tajribali metodistlar tavsiyasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Ushbu maslahatni saqlab qo'ying — imtihon oldidan qayta o'qing.
221,0,9-Avgust,Yakshanba,Fusha-Ammiya,Misr ammiyasi: filmlarda eng ko'p ishlatiladigan salomlashish iboralari,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Tilshunoslik manbalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi lahja sizga eng qiziq tuyuladi? Izohda ayting.
221,1,9-Avgust,Yakshanba,Kino-Qoshiq Tahlili,Bolalar seriali orqali oddiy buyruq gaplarni o'rganish,A1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Ommaviy arab multfilmlari/seriallari (umumiy uslub tahlili),19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu janrdagi filmni tomosha qilganmisiz? Ulashing.
222,0,10-Avgust,Dushanba,Kunlik Ibora,في أقرب وقت ممكن — imkon qadar tezroq,B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Hans Wehr lug'ati,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Bugun shu iborani bitta jumlada ishlat va izohda yoz.
222,1,10-Avgust,Dushanba,Sinonim-Antonim,مهم (muhim) — sinonim: ضروري (zarur) / antonim: تافه (ahamiyatsiz),A2,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Klassik arab lug'atlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Shu ikki so'zdan o'zingiz bitta jumla tuzing.
223,0,11-Avgust,Seshanba,Tarjima Mashqi,1) Мен ёрдамингизга муҳтожман.  2) Мен китоб ўқияпман.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Shu gaplarni o'zingiz arabchaga tarjima qilib ko'ring, keyin izohdagi javob bilan solishtiring."
223,1,11-Avgust,Seshanba,Kitaba Shabloni,Insho kirish jumlasi qolipi (umumiy mavzudan xususiyga),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
224,0,12-Avgust,Chorshanba,Imtihon Strategiyasi,Og'zaki qismda ko'z bilan aloqa va ishonch tuyg'usi,A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
224,1,12-Avgust,Chorshanba,Fusha-Ammiya,Shom (Levant) ammiyasi: Suriya/Livan/Iordaniya nutqidagi umumiy jihatlar,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
225,0,13-Avgust,Payshanba,Kino-Qoshiq Tahlili,Film sahnasidagi kayfiyatga qarab ohang o'zgarishini tinglash,A2,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
225,1,13-Avgust,Payshanba,Kunlik Ibora,لك مني كل التقدير — sizga mendan chuqur hurmat,B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
226,0,14-Avgust,Juma,Sinonim-Antonim,هادئ (tinch) — sinonim: ساكن / antonim: صاخب (shovqinli),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Zamonaviy MSA matnlar,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Bu maqolga o'xshash o'zbekcha maqolni izohda yozing.
226,1,14-Avgust,Juma,Tarjima Mashqi,1) У телевизор кўрмаяпти. У радио тинглаяпти.  2) Болалар футбол ўйнашаяпти.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Tarjimangizni izohda yozing — men tekshirib, xato bo'lsa tuzataman."
227,0,15-Avgust,Shanba,Kitaba Shabloni,Vaqt ketma-ketligi so'zlari: أولاً، ثانيًا، أخيرًا,A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Akademik arab tili qo'llanmalari,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Shu bog'lovchini o'zingizning gapingizda ishlating.
227,1,15-Avgust,Shanba,Imtihon Strategiyasi,Grammatik vaqtlarni aralashtirmaslik nazorati,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Til imtihonlari metodikasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Shu strategiyani keyingi mashqda sinab ko'ring.
228,0,16-Avgust,Yakshanba,Fusha-Ammiya,Xalij ammiyasi: Saudiya/BAA nutqida ingliz/fors ta'siri,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Misr/Shom/Xalij tabiiy nutq namunalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Shu so'zni o'z lahjangizda (bilsangiz) qanday aytilishini ulashing.
228,1,16-Avgust,Yakshanba,Kino-Qoshiq Tahlili,Qo'shiq matnida sinonim so'zlarni topish mashqi,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Til o'rganish metodikasi,19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu iborani eshitgan joyingizni eslaysizmi? Yozing.
229,0,17-Avgust,Dushanba,Kunlik Ibora,"لا مانع عندي — men uchun to'siq yo'q, roziman",A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Tabiiy muloqot namunalari,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan","Ovozli xabar tashlab, shu iborani 3 marta talaffuz qiling."
229,1,17-Avgust,Dushanba,Sinonim-Antonim,درهم وقاية خير من قنطار علاج — ehtiyot chorasi davodan afzal (maqol),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Arab maqollari to'plamlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Qaysi so'zni ko'proq eshitgansiz? Izohda ayting.
230,0,18-Avgust,Seshanba,Tarjima Mashqi,"1) Давид хат ёзмаяпти,  2) у янги текстни таржима қилаяпти.",A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)",Shu gapni ovozli xabar qilib arabcha o'qib bering.
230,1,18-Avgust,Seshanba,Kitaba Shabloni,His-tuyg'u ifodalash yozma tilda (أشعر بـ),A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Bog'lovchi so'zlar to'plami,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Bugungi mavzuda mini-insho yozing va izohga tashlang.
231,0,19-Avgust,Chorshanba,Imtihon Strategiyasi,Uzun matnda asosiy g'oyani birinchi/oxirgi abzasdan topish,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Tajribali metodistlar tavsiyasi,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Ushbu maslahatni saqlab qo'ying — imtihon oldidan qayta o'qing.
231,1,19-Avgust,Chorshanba,Fusha-Ammiya,"Fusha qachon ishlatiladi: yangiliklar, rasmiy nutq, kitob",A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Tilshunoslik manbalari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi lahja sizga eng qiziq tuyuladi? Izohda ayting.
232,0,20-Avgust,Payshanba,Kino-Qoshiq Tahlili,Multfilmda tabiat va fasllar haqidagi so'z boyligi,A1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Ommaviy arab multfilmlari/seriallari (umumiy uslub tahlili),08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu janrdagi filmni tomosha qilganmisiz? Ulashing.
232,1,20-Avgust,Payshanba,Kunlik Ibora,"خير إن شاء الله — umid qilaman, hammasi yaxshi",A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Hans Wehr lug'ati,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Bugun shu iborani bitta jumlada ishlat va izohda yoz.
233,0,21-Avgust,Juma,Sinonim-Antonim,ثقيل (og'ir) — sinonim: صعب / antonim: خفيف (yengil),A1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Klassik arab lug'atlari,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Shu ikki so'zdan o'zingiz bitta jumla tuzing.
233,1,21-Avgust,Juma,Tarjima Mashqi,"1) Сюзанга қарагин! У рақсга тушаяпти.  2) Об-ҳаво ҳозир расво, ёмғир ёғаяпти.",A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Shu gaplarni o'zingiz arabchaga tarjima qilib ko'ring, keyin izohdagi javob bilan solishtiring."
234,0,22-Avgust,Shanba,Kitaba Shabloni,Taqqoslash darajalari: أكثر من / أقل من (ko'proq/kamroq),A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
234,1,22-Avgust,Shanba,Imtihon Strategiyasi,Lug'at bilmagan so'zga vaqt sarflamaslik qoidasi,A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
235,0,23-Avgust,Yakshanba,Fusha-Ammiya,"Ammiya qachon ishlatiladi: uy, ko'cha, ijtimoiy tarmoq",A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
235,1,23-Avgust,Yakshanba,Kino-Qoshiq Tahlili,Serialda uchrashuv/xayrlashuv sahnalaridagi iboralar,A2,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
236,0,24-Avgust,Dushanba,Kunlik Ibora,"على راحتك — xohlaganingcha, shoshilmasdan",A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
236,1,24-Avgust,Dushanba,Sinonim-Antonim,نظيف (toza) — sinonim: صافٍ / antonim: متسخ (iflos),A1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Zamonaviy MSA matnlar,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Bu maqolga o'xshash o'zbekcha maqolni izohda yozing.
237,0,25-Avgust,Seshanba,Tarjima Mashqi,1) Ўғилларингиз қаерда?  2) Улар гиламнинг устида ўйнашаяпти.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Tarjimangizni izohda yozing — men tekshirib, xato bo'lsa tuzataman."
237,1,25-Avgust,Seshanba,Kitaba Shabloni,Rasmiy so'rov xati qolipi (أرجو منكم التكرم بـ),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Akademik arab tili qo'llanmalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Shu bog'lovchini o'zingizning gapingizda ishlating.
238,0,26-Avgust,Chorshanba,Imtihon Strategiyasi,Imtihon kuni ertalabki tayyorgarlik ro'yxati,A1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Til imtihonlari metodikasi,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Shu strategiyani keyingi mashqda sinab ko'ring.
238,1,26-Avgust,Chorshanba,Fusha-Ammiya,Lahjalar orasidagi eng katta farq: fe'l tuslanishi,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Misr/Shom/Xalij tabiiy nutq namunalari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Shu so'zni o'z lahjangizda (bilsangiz) qanday aytilishini ulashing.
239,0,27-Avgust,Payshanba,Kino-Qoshiq Tahlili,Qo'shiqchi talaffuzida lahja izlarini payqash mashqi,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Til o'rganish metodikasi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu iborani eshitgan joyingizni eslaysizmi? Yozing.
239,1,27-Avgust,Payshanba,Kunlik Ibora,"يا هلا — xush kelibsiz (samimiy, so'zlashuv)",A1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Tabiiy muloqot namunalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan","Ovozli xabar tashlab, shu iborani 3 marta talaffuz qiling."
240,0,28-Avgust,Juma,Sinonim-Antonim,لا يعرف قدر النعمة إلا من فقدها — ne'matning qadrini yo'qotgandagina bilasan,B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Arab maqollari to'plamlari,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Qaysi so'zni ko'proq eshitgansiz? Izohda ayting.
240,1,28-Avgust,Juma,Tarjima Mashqi,1) Телефон жиринглаяпти.  2) У мени тингламаяпти.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)",Shu gapni ovozli xabar qilib arabcha o'qib bering.
241,0,29-Avgust,Shanba,Kitaba Shabloni,Shikoyat xati qolipi (أكتب إليكم لأشتكي من),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Bog'lovchi so'zlar to'plami,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Bugungi mavzuda mini-insho yozing va izohga tashlang.
241,1,29-Avgust,Shanba,Imtihon Strategiyasi,Yozma ishda bog'lovchi so'zlar bilan ball oshirish,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Tajribali metodistlar tavsiyasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Ushbu maslahatni saqlab qo'ying — imtihon oldidan qayta o'qing.
242,0,30-Avgust,Yakshanba,Fusha-Ammiya,Nega ammiya o'rganish kerak: kundalik tushunish uchun,A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Tilshunoslik manbalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi lahja sizga eng qiziq tuyuladi? Izohda ayting.
242,1,30-Avgust,Yakshanba,Kino-Qoshiq Tahlili,"Filmdagi oilaviy munosabat so'zlari (ota, ona, aka...)",A1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Ommaviy arab multfilmlari/seriallari (umumiy uslub tahlili),19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu janrdagi filmni tomosha qilganmisiz? Ulashing.
243,0,31-Avgust,Dushanba,Kunlik Ibora,تحت أمرك — buyrug'ingizga tayyorman (xizmatga tayyorlik),B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Hans Wehr lug'ati,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Bugun shu iborani bitta jumlada ishlat va izohda yoz.
243,1,31-Avgust,Dushanba,Sinonim-Antonim,مشغول (band) — sinonim: منشغل / antonim: فارغ (bo'sh),A2,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Klassik arab lug'atlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Shu ikki so'zdan o'zingiz bitta jumla tuzing.
244,0,1-Sentabr,Seshanba,Tarjima Mashqi,1) Қуёш нурини сочаяпти. Ёмғир ёғмаяпти.  2) Қаерга кетаяпсан? – Мен паркка кетаяпман.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Shu gaplarni o'zingiz arabchaga tarjima qilib ko'ring, keyin izohdagi javob bilan solishtiring."
244,1,1-Sentabr,Seshanba,Kitaba Shabloni,Tavsiyanoma so'rash qolipi,B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
245,0,2-Sentabr,Chorshanba,Imtihon Strategiyasi,"Tinglashda birinchi eshitishda umumiy ma'noni, ikkinchisida detalni olish",A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
245,1,2-Sentabr,Chorshanba,Fusha-Ammiya,"Bitta so'z, besh talaffuz: mamlakatlar bo'yicha 'salom' qiyosi",A1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
246,0,3-Sentabr,Payshanba,Kino-Qoshiq Tahlili,Multfilm qahramonining orzu-maqsad haqidagi gaplari,A2,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
246,1,3-Sentabr,Payshanba,Kunlik Ibora,لا داعي للقلق — xavotirlanishga hojat yo'q,A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
